review_id,review_text,aspect,sentiment
RVW_02979,"Pembelian kesekian kalinya kl bisa ada uk yg lebih besar lg ini nanggung bgt 35 ml, tp selalu puas belanja disini proses cepat dr pemesanan sampai pengiriman sukses trs untuk saff & co",No Aspect,None
RVW_02991,"Kualitas produk: Meski sempat terkendala pengiriman, tapi samapai dengan selamat",No Aspect,None
RVW_03001,Kualitas produk: Bagus. recome. Pembelian kedua dapat buy 1 get 1,No Aspect,None
RVW_03004,gak di ragukan lagi memang saff 'n co salah satu parfume terbaik untuk lokalan terima kasih min,No Aspect,None
RVW_03009,Produk dalam kondisi baik dan tersegel ... Pengiriman cepat dan tepat ... Btw ini udh botol ke 4 aku 🫰🏻,No Aspect,None
RVW_03015,Ini yg aku cari selama🔥🔥ini cocok di aku Makasihhh💯,No Aspect,None
RVW_03017,Product quality: Gokil! Memang nggak pernah salah! Irai leima!best!,No Aspect,None
RVW_03018,⭐️⭐️⭐️⭐️⭐️🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,No Aspect,None
RVW_03019,Alhamdulillah paketnya sudah sampai dan cepet banget sampainya. Pesen hari Sabtu dan sampainya Minggu. Terima kasih ka sukses selalu ya Aamiin,No Aspect,None
RVW_03032,bagussss sekaliiiiiii coyyyyyy mantapppp,No Aspect,None
RVW_03061,"Udah sampe, next mau nyoba varian lain",No Aspect,None
RVW_03086,"Kualitas produk: Amazing bangett, bagus dan keren. Buat tambah semangat minum",No Aspect,None
RVW_03113,"Dari saking cintanya sm produk ini, sekali beli lgsg 3, tinggal kirithra yg belum dateng. menyala parfum setengah jutaku 🤣😭",No Aspect,None
RVW_03152,"Terima kasih Saff n Co,, udh langganan lama produk tdk pernah mengecewakan tinggal sesuaikan ja sm selera masing2.",No Aspect,None
RVW_03168,"Barang bagus sesuai deskripsi, pengiriman dan pengemasan baik.",No Aspect,None
RVW_03170,Alhamdulillah paket keterima dengan baik realpict makasih seller sukses selalu,No Aspect,None
RVW_03174,"Cepetttt bangettt sampainyaa, baru CO kemarin sore, siang ini udah sampai. Deliverynya aman banget",No Aspect,None
RVW_03183,"Diterima dalam kondisi bagus, sesuai dan so far okehh",No Aspect,None
RVW_03211,mantapp udh sekian kali order parfume brand ini gk pernang mengecewakan gokill,No Aspect,None
RVW_03213,"Produk sangat bagus, handling dan pengiriman bagus",No Aspect,None
RVW_03220,"Dapatkan 150 coin gopay ,dapatkan 150 coin gopay ,dapatkan 150coin gopay",No Aspect,None
RVW_03244,"rekomendasi temen untuk kado, smoga suka. klo dia suka ntr sy beli lg utk pake sendiri.",No Aspect,None
RVW_03247,"selalu suka dengan produk yg satu ini...saff&co dan toped, makasih ya!",No Aspect,None
RVW_03248,kualitas original pastinya. Dapat tambahan sample juga terima kasih,No Aspect,None
RVW_03251,barang sesuai dan terimakasih banyak gift nya 🫠,No Aspect,None
RVW_03254,"Barang sampe aman gada damage, so far pengirimannya cepet ya",No Aspect,None
RVW_03256,"cepat sampai,packing aman,barang original",No Aspect,None
RVW_03275,"Hadiah untuk ibu saya. Barangnya sudah sampai, semoga awet. Terima kasih",No Aspect,None
RVW_03299,"kardus segede gaban beli 2 dapet vial, pas bgt diskon dikasih kode jg buat saffmates🥹🫶",No Aspect,None
RVW_03301,"Sayang testernya bocor dan habis, jadi gabisa nyobain pake deh hehe",No Aspect,None
RVW_03305,"dikasih tester, makasih 🙏🏻",No Aspect,None
RVW_03315,sekarang udh gak ada tester wangi lain 😂,No Aspect,None
RVW_03325,"untuk kualitas parfume oke, tetapi permasalahannya hanya ada di pengiriman berikut rinciannya: 1. di deskripsi tertera ""pemesanan sebelum jam 3 dikirim di hari yang sama"" 2. saya checkout di tgl 28 November 2022, pukul 12:06 WIB. 3. paket baru diproses di jam 15:01. lalu di jam 18:48, paket mengalami gagal pickup. dan akhirnya baru di proses di tanggal 29 November 2022. sekedar masukan saja, untuk kedepannya agar konsisten sesuai dengan deskripsi yang dibuat. maju terus parfume lokal👍🏼",No Aspect,None
RVW_03327,"Suka skli sm si omnia by saff n co, sdh berkali2 order saking sukanya sm parfum ini.",No Aspect,None
RVW_03329,10000/10❤️❤️,No Aspect,None
RVW_03361,"Paket nya sudah sampai dengan selamat, tanpa ada yg cacat sedikitpun. Thank you yaa kaa",No Aspect,None
RVW_03366,"Kualitas produk: Best, biasanya beli d store tpi ksong jdi co dsni 🥰",No Aspect,None
RVW_03377,Suka banget ...udah order kesekian kalinya.. The best dah pokok.. saff n co,No Aspect,None
RVW_03380,"walaupun proses lama, tapi pengiriman cepat. thanks.",No Aspect,None
RVW_03385,"barang mendarat dengan selamat, terima kasih kepada kakak penjual, sukses selalu, aamiin",No Aspect,None
RVW_03387,udah order keberapa kali emang nagih parfum saff n co itu,No Aspect,None
RVW_03395,"Produk sesuai pesanan, packing rapi, pengiriman cepat. Terima kasih.",No Aspect,None
RVW_03397,pertama kali coba beli saff... akankah jd brand kesayangan let's see hehehe,No Aspect,None
RVW_03404,"pengiriman lama, barang sempat ke Malang dan ke Madiun.",No Aspect,None
RVW_03406,nsnsbwkwksbsjanwkqkakskjakqjanakajqjanznzjskajqiqjwnaiznzksiqjsjsjs,No Aspect,None
RVW_03409,"barang sesuai dengan pesanan, pengiriman cepat, packing rapih",No Aspect,None
RVW_03414,Happy nya bisa kebagian b1g1 jugaaaa.. beli omnia free troupe,No Aspect,None
RVW_03417,"Alhamdulillah sampai dengan selamat, InshaAllah bermanfaat. pelapak oke banget recommended seller fast respond barangnya oke",No Aspect,None
RVW_03435,Mantap kali ini dapet bonus yang varian xocolatl juga thanks!!!,No Aspect,None
RVW_03459,"goooooooooooooooooooooood,sesuai pesanan dan dpt bonus",No Aspect,None
RVW_03460,"respon cepet, barang dtg sesuai pesanan.. dapet bonus vial juga . makasih",No Aspect,None
RVW_03474,Asyiiik dapat gratisan Yupiiiii and S.O.T.B thanks ya.,No Aspect,None
RVW_03487,"Proses cepat, shipping cepat, packing aman 👍🏻👍🏻👍🏻",No Aspect,None
RVW_03498,"Barang sesuai deskripsi, qualitas oke, dan pengiriman cepat. Terima kasih",No Aspect,None
RVW_03503,"repeat order, uda beli yang ke 3 kalinya ☺️ dan selalu dpt sample wangi yang lain. Order hari Sabtu, hari Senin sdh sampai.",No Aspect,None
RVW_03507,"Awalnya beli mini size, cocok, trus pas diskon beli yg full size!",No Aspect,None
RVW_03513,mendarat dengan selamat pengiriman cepet banget cuman sehari nyampe pake bebas ongkir sip👍👍👍,No Aspect,None
RVW_03514,Fast Respon... Pengirimannya cepat namun... Recomended Seller.. Belum dicoba semoga memuaskan,No Aspect,None
RVW_03519,Pengiriman cepat dan barang sesuai dengan yang ditawarkan.,No Aspect,None
RVW_03535,parfum SDH tiba toko online terpercaya terbaik,No Aspect,None
RVW_03550,"pesan kemarin hari ini sampai, cepet banget, gak bs di cobain karena buat kado tp semoga enak wangi nya",No Aspect,None
RVW_03551,"kalo soal wangi ketahanan cocok atau engga kan kembali ke individunya aja. aku mau bahas pelayanan nya sih.. kalo setiap kita beli produknya kan suka dikasih tester ya yg notabebenya gratis, nah kemarin aku dapet tester coco tapi ternyata bocor/tempatnya pecah gt. laporan lah ke admin tokpednya, kata adminnya sekalipun tester mereka tanggung jawab asalkan ada video unboxing. dan dialihkan buat prnyelesaiannya via WA nya. jdnya next order aku bisa dapet tester 2 kata admin di wa. adminnya sat set sat set bgt sih luvvv. ditunggu varian barunya lagi 😻",No Aspect,None
RVW_03558,"Barang udah sampai, sesuai pesanann. Pengiriman baik, makasi bnyak seller! 🙏🏻",No Aspect,None
RVW_03575,"Luvvvv banget. Beli loui dapet free troupe yg full size. No tipu2 ternyata. Untung langsung CO, jarang2 nih kesempatan gini. Thanks saff n co",No Aspect,None
RVW_03576,"Selalu dan ga pernah kelewat kalau mau dateng ke event penting harus banget pakai Loui, bikin lebih percaya diri",No Aspect,None
RVW_03581,I LOVEEEEE SOOOO MUCHHHH LOUI🫶🏼🫶🏼🫶🏼🫶🏼 bonus foto ku yg cyentil😗😗,No Aspect,None
RVW_03582,kerenn🫵🫵🫵,No Aspect,None
RVW_03583,"Cepet banget sampenya Sumpahh, kecintaan bgt sama loui ini Terima kasih banyak🫶🏻",No Aspect,None
RVW_03592,Pelayanan yg gercep Asli keren Pengemasan bagus dan brang pun nyampe dgn aman Dapet bonus sample mini bottle dr varian yg brbeda Makasih yaaa,No Aspect,None
RVW_03602,Secinta itu am produk saff n co Sukaaak bgt semua,No Aspect,None
RVW_03647,"good, sukaa. agak lama pengiriman nya padahal buat kado jadi kelewat dikit, but its okay. waw dapat tester Maleali juga, kereeen. thank youuu saff & co.",No Aspect,None
RVW_03653,"Bagus, Cocok utk blind buy, pengiriman cepat",No Aspect,None
RVW_03677,"barang sesuai pesanan, dapat bonus lagi",No Aspect,None
RVW_03698,dapat free minouet jd ngincer ih 😳,No Aspect,None
RVW_03715,Terimakasih tokped dan mandiri❤️,No Aspect,None
RVW_03733,"Kualitas produk: sangat bagus seperti yang tertulis di deskripsi, bagus banget dan cocok",No Aspect,None
RVW_03748,pembelian ke sekian dan masi variant yg sama yaitu Loui🥰,No Aspect,None
RVW_03752,Gabisaa berpaling dari parfum inii pokoknyaa luvv!!!,No Aspect,None
RVW_03753,Belom berpindah kelain hati Loui masih di hati😄,No Aspect,None
RVW_03768,Sesuai deskripsi.. hanya saja katanya bakal dapat gratisan tapi sayangnya ga dikirimin,No Aspect,None
RVW_03770,Parfum kebanganggananndhfkfkbdjdnbdkdndhdndgndkdndbdudbf fjflndf,No Aspect,None
RVW_03773,Kualitas produk: Terbaik saff & co ga pernah mengecewakan,No Aspect,None
RVW_03778,"Sudah sampai nihh yg ditunggu2, favorit bnget parfume saf n co🥰🥰",No Aspect,None
RVW_03787,"barang mendarat dengan selamat, terima kasih kepada kakak penjual, sukses selalu, aamiin",No Aspect,None
RVW_03789,parfum lokal terbaiiikkkk.. udah berapa kali beli saff n co. tapi favoritku SOTB dan LOUI 🥰,No Aspect,None
RVW_03793,"Terimakasih sudah diterima dengan baik. Terimakasih juga tester parfume ny. First time nyobak yg varian ini, semoga cocok ya ☺️ Pengiriman lumayan cepat. Kaget banget kardusnya gede banget 😂",No Aspect,None
RVW_03815,"Pengiriman cepat meskipun po, pengemasan sangat aman, seneng banget kebagian parfum ini di war, baru coba royal ispahan semoga cocok..",No Aspect,None
RVW_03818,"Kualitas produk: Aaa suka🥰, dpt bonus decant silent whisper lagi racun gk tu jd pengen beli juga",No Aspect,None
RVW_03821,setelah menunggu ber hari hari akhirnya sudah sampai juga mykonos royal ispahan yang 100ML nya. Thanks mykonos sukses selalu 🙏,No Aspect,None
RVW_03824,Alhamdulillah sampe dengan selamat Vial musk aura,No Aspect,None
RVW_03831,Akhir nya datang juga kesayangan aku … 💋,No Aspect,None
RVW_03832,Geloooo dapat 100 ml cuyyyy,No Aspect,None
RVW_03850,Cihuyyyyy🌺🌺🌺,No Aspect,None
RVW_03860,Alhamdulillah akhirnya paket datang realpict makasih seller sukses berkah usahanya dan bang kurir sukses dan sehat,No Aspect,None
RVW_03863,"sedih sii ga dapet war yg 100ml, tapii gapapaa untungnya dapett yg 50ml tetep happyyyyyy 🩷🩷",No Aspect,None
RVW_03888,"Kualitas produk: Baik Paket sudah diterima dengan baik, untuk anak gadis tercinta, terimakasih bonus vialnya, sukses selalu untuk Mykonos. Ditunggu versi 50ml-nya. Salam Ibu Pertiwi 👍👍🇮🇩🇮🇩",No Aspect,None
RVW_03901,"ga expect sih bakalan menang war😭 im sooo happyyy ini yg ak carii carii selamaa ini🥹 pengirimann cepett bangettt woowww, next mau cobain varian lain😚",No Aspect,None
RVW_03903,Terimakasih kasih walau harus nunggu 1 bulan Kualitas produk: Bagus exp 06 2029,No Aspect,None
RVW_03909,"Kualitas produk: Baik Paket sudah diterima, terimakasih. Komplit pokoknya, 15ml, 50ml dan 100ml. Sukses selalu untuk Mykonos. 👍👍",No Aspect,None
RVW_03913,"Kualitas produk: bagus ngga pernah secinta ini sama parfum selain royal ispahannya mykonos tolong banyakin stocknya min, biar tidak harus war belinya",No Aspect,None
RVW_03922,Happy banget dapet royal ispahan. Padahal udah setengah tapi baru review.,No Aspect,None
RVW_03940,"Kualitas produk: Sangatttt bagusss,dapat gratisan sempel lagi next order lagiii",No Aspect,None
RVW_03942,Akhirnya parfum ghoib nan langka hasil ngewar di tangan 😂... Makasih testernya marocon vanilla Po 30 hari tapi hari ke 2 udah terkirim koq... Thank you seller dan mas kurirnya gercep,No Aspect,None
RVW_03945,Kualitas produk: Sangat baik The best pokonya mah kalo buat perempuan,No Aspect,None
RVW_03946,"sukaaaa, udah punya stock 2 botol yang 100ml karna sesuka itu",No Aspect,None
RVW_03948,Akhirnya yang ditunggu” dateng juga .. I love it 🫶🏻,No Aspect,None
RVW_03954,Finally got royal ispahan yg 50 ml. Udah nunggu lama bgt,No Aspect,None
RVW_03957,akhirnya setelah beberapa kali ikut war yang travel size dapet juga yang 100ml,No Aspect,None
RVW_03958,mantapppppppppppppppppp tapi kenapa dpt bonusnya yg sudah ku punya min😣😣😣,No Aspect,None
RVW_03959,"Mykonos terbaik pokoknya, tidak ada yang mengecewakan pokoknya*",No Aspect,None
RVW_03960,pengiriman agak lambat dibanding war sebelumnya tapi its okey si,No Aspect,None
RVW_03963,Mantap banget davina karambol ❤,No Aspect,None
RVW_03965,otw jd davinaaaaa karamoy kalo abs pake ini😜🤙🏻🤙🏻🤙🏻🤙🏻,No Aspect,None
RVW_03966,akhir nyaaa dapett yg 50 ML💗💗💗💗💗💗💗💗💗,No Aspect,None
RVW_03968,bagussstewasfgvee gfffwwv Kualitas produk: bagus e2asdefhytr,No Aspect,None
RVW_03969,Akhirnya dapat juga setelah war wer wor Kenapa sih jadi susah gini 😭,No Aspect,None
RVW_03971,veryy good👍,No Aspect,None
RVW_03972,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,No Aspect,None
RVW_03974,"Kualitas produk: 100% ori, love banget pokoknya",No Aspect,None
RVW_03976,Kualitas produk: Mantapp keringat Davina karamoy,No Aspect,None
RVW_03977,Cepet bnget nyampenya🥰😍,No Aspect,None
RVW_03980,Kualitas produk: Sangat Baik,No Aspect,None
RVW_03983,I love this parfume😆💖,No Aspect,None
RVW_03984,Kualitas produk: Mantappppp,No Aspect,None
RVW_03986,mantafff parfum andalan nya Davina karamoy,No Aspect,None
RVW_03989,yaampun favorite bgt🩷 hasil dari war,No Aspect,None
RVW_03994,My favorit parfum 🍒,No Aspect,None
RVW_04001,the real PO ini lama bgtt baru dikirim,No Aspect,None
RVW_04004,Barang sampai dengan aman di Jayapura,No Aspect,None
RVW_04005,Haruss effort bngt dapetinyaa😭😭,No Aspect,None
RVW_04007,Kualitas produk: Suka sama produknya,No Aspect,None
RVW_04008,Akhirnya dapat royal ispahan 100ml.,No Aspect,None
RVW_04009,gacor akahshsbsbshshavaavsvsbsbshshs,No Aspect,None
RVW_04010,Mntappppp produk dateng lebih cepat,No Aspect,None
RVW_04011,Akhirnya dapat juga Cair cuan…..,No Aspect,None
RVW_04013,"Good, sudah sampai dengan selamat.",No Aspect,None
RVW_04014,ROHISSSSSSSSS Kualitas produk: TOP,No Aspect,None
RVW_04017,mantapmantapmantapmantapmantapman,No Aspect,None
RVW_04019,Selamat sampai tujuan. Thank you,No Aspect,None
RVW_04020,Parfumnya mba Davina udah nyampe,No Aspect,None
RVW_04021,"produk ori,sangat direkomendasi",No Aspect,None
RVW_04023,MANTAPPPPPP BANGETTTTTTTTTTTTTT,No Aspect,None
RVW_04027,nice.........................,No Aspect,None
RVW_04028,Mantap vial incep yg ke 3😁,No Aspect,None
RVW_04029,Dan akhir nya dateng juga....,No Aspect,None
RVW_04030,nice.........................,No Aspect,None
RVW_04034,banyak bonusnya Makasih kak,No Aspect,None
RVW_04035,Mantaapp free decant invade,No Aspect,None
RVW_04036,beli ispahan 20 pcs amann,No Aspect,None
RVW_04037,Kualitas produk: Mantappp,No Aspect,None
RVW_04039,Kualitas produk: 👍☕,No Aspect,None
RVW_04040,Kualitas produk: 👍☕,No Aspect,None
RVW_04043,Kualitas produk: Mantap,No Aspect,None
RVW_04044,Kualitas produk: Mantap,No Aspect,None
RVW_04046,Pengiriman Nya cepat dan barangnya bagus👍🏻,No Aspect,None
RVW_04063,suka banget...mereka memperlakukan produk ini istimewa.. pasti order lg walaupun hrs pre order lumayan lama,No Aspect,None
RVW_04066,"Alhamdulillah produk sesusai diskripsi, original, dan pengiriman cepat",No Aspect,None
RVW_04069,barang diterima dalam keadaan baik. Thanks seller,No Aspect,None
RVW_04070,Alhamdulillah pesanan dh sampe tokony amanah bgt,No Aspect,None
RVW_04072,Sangat baik & bagus,No Aspect,None
RVW_04079,Kualitas produk: Bagus bagus bagus,No Aspect,None
RVW_04080,Bafusssssssssssssssssssssssssssss,No Aspect,None
RVW_04082,Sudah diterima sesuai pesanan,No Aspect,None
RVW_04117,Alhamdulillah paket SDH merapat dengan sangaaaaat aman dan sesuai pesanan dapat gift vial jg terima kasih Mykonos,No Aspect,None
RVW_04119,Beh mantap ternyata tidak harus nunggu 14hari kerja. Ini udah langsung sampe keren keren,No Aspect,None
RVW_04120,Terimakasih paket sudah sampai cukup cepat untuk pre-order. Dan dapat bonus juga terimakasih banyaaaak.,No Aspect,None
RVW_04133,Mendarat dengan aman semoga cocok sma wanginya,No Aspect,None
RVW_04134,Kualitas produk: Selalu okee parfum² mykonos,No Aspect,None
RVW_04159,"Kualitas produk: Bagus, cakep banget, biar lama juga nunggu antriannya tp dah terobati terimakasih buat semuanya🙏",No Aspect,None
RVW_04173,"Barang sampai dengan selamat Walaupun PO lama Dapat sample, terimakasih",No Aspect,None
RVW_04175,Barang sudah mendarat dengan selamat tanpa cacat. Pengiriman cepat. Dapet gratisan sorento juga. Terimakasih.,No Aspect,None
RVW_04203,Baguuussssssss,No Aspect,None
RVW_04212,Paket saya sdh dteng dengan aman dan baik. Terima kasih seller dan abang kurir tiktok🙏🙏,No Aspect,None
RVW_04215,"paket sudah sampai belum dicoba, dapet testernya cuma 1.",No Aspect,None
RVW_04217,"niceee bgttt kaaa wlpun blind buy alhamdulillah ga kecewa, thanks minn💗",No Aspect,None
RVW_04218,Alhamdulillah barang sudah sampai Siap untuk hantaran lamaran Terima kasih,No Aspect,None
RVW_04219,Alhamdulillah paket sdh sampai Alhamdulillah amanah sesuai dengan pesanan terimakasih 👃,No Aspect,None
RVW_04220,"Akhirnya yang ditunggu-tunggu Dateng juga,, next time pengen nyobain yg ispahan, dapet free sansa",No Aspect,None
RVW_04222,"Maksih bara ga udah diterima dengan baik, thanks seller",No Aspect,None
RVW_04235,Alhamdulillah Masyaallah udah sampe ....,No Aspect,None
RVW_04273,good,No Aspect,None
RVW_04287,"Alhamdulillah pengiriman cepat dan produk mendarat dengan selamat, dikasih bonus pula tester varian lain yg 3,5 ml. Terima kasih... 👍🏻",No Aspect,None
RVW_04296,Cuma 4 hari sampai. Packing super aman. Selalu dapat vial full isinya. Coba variant lagi ga susah ya dapetnya kaya gini hiksss..,No Aspect,None
RVW_04369,Sangatt woww sekali,No Aspect,None
RVW_04397,"Kualitas produk: Terbaik Mantap, sukses selalu, produk lokal go international",No Aspect,None
RVW_04399,"Kualitas produk: Sngat memuaskan , tapi minusnya PO kelamaan 😂",No Aspect,None
RVW_04404,Dapat juga akhirnya barang goib nya 😂😂😂,No Aspect,None
RVW_04428,variant mykonos terbaik sejauh ini! btw ditunggu new release dupe god of fire nya 🥭👀,No Aspect,None
RVW_04440,"Akhirnya mendarat sempurna si monro,beliin buat suami karena pakai akun dia gk dpt"" ❤️",No Aspect,None
RVW_04441,Secinta itu sama monro dari yang 50ml baru bisa menang war lagi yang 100ml,No Aspect,None
RVW_04444,"Barang sampai dgn selamatt... Wiiihh di kasih decant california signature 😍😍😍 akhir ny mykonos ngasih decant ny gk itu"" Aja 😁 sayeee suka suka sukaaa.. 👍👍👍",No Aspect,None
RVW_04451,Mantap bgt gak sia sia war min,No Aspect,None
RVW_04454,"mantep combk siang malem,plus lengkap sudah mykonos yg ghaib",No Aspect,None
RVW_04455,"Mantap, setelah sekian purnama, Alhamdulillah dapat juga. Salam Ibu Pertiwi.. 🤘🤘🇮🇩🇮🇩 Kualitas produk: Baik",No Aspect,None
RVW_04459,Blind buy berhasil lagii yang ke sekian kalinya 😹,No Aspect,None
RVW_04461,"Gausah bekata kaya lagi dah, the best pokoknya🥳😍",No Aspect,None
RVW_04464,War 12.12.. Tanggal 15 sudah sampai 😍😍,No Aspect,None
RVW_04465,Mantaap best of the best🥰,No Aspect,None
RVW_04466,"mantap, walaupun harus nunggu PO lumayan lama",No Aspect,None
RVW_04467,"pengiriman baik, finally monaco royale 100 ml",No Aspect,None
RVW_04473,All good,No Aspect,None
RVW_04477,Kualitas produk: Mantalp,No Aspect,None
RVW_04487,"Kualitas produk: Cair Kondisi barang aman tdk ada kendala sedikitpun, barang ORI sesuai pesanan, gk sia-sia war 12.12 dpt monro😍👍🏻",No Aspect,None
RVW_04502,"Kualitas produk: The best pokok nya monro,akhirnya yang ku inginkan dari lama sampai juga Alhamdulillah",No Aspect,None
RVW_04505,barangnya sudah sampai dengan aman,No Aspect,None
RVW_04517,Best banget nih parfum nya.. Gk nyesel beli sampe deg2an tkt gk kebagian....,No Aspect,None
RVW_04519,"monro yg kedua, walaupun botol pertama masih banyak. secinta ini sama monro,😻😻🔥",No Aspect,None
RVW_04522,"Pengiriman cepat walau katanya dateng tanggal 12jan-17jan, tapi dateng tanggal 14des, barang aman",No Aspect,None
RVW_04524,Kualitas produk: barang nyampe dengan baik tidak ada yg minus,No Aspect,None
RVW_04533,"Emang udh inceran dr lama, belinya selalu decant di olshop lainnya. Akhirnya menang war rasanyaaa ahhh seneng polll, being a classy with monro❤️",No Aspect,None
RVW_04548,juaraaaaa🔥🔥🔥😍😍 ga ada tandingannn. alhamdulillaah bisa menang warr. thnks mykonos 🥰,No Aspect,None
RVW_04550,"Kualitas produk: Bagus aman kek muka bahlil, pria solo, dan mas sawit",No Aspect,None
RVW_04553,"udh sering war jdi enak bnget, dan masih ada 3 yg belum dibuka😋😋",No Aspect,None
RVW_04554,Kualitas produk: gacorr gaada kerusakaan aman sampe tujuan kangg josjissss wenakk pol masse,No Aspect,None
RVW_04555,Kualitas produk: Gak kaleng - kaleng kualitasnya....👍🏻👍🏻👍🏻,No Aspect,None
RVW_04556,Kualitas produk: Emang paling best lahh monaco royale,No Aspect,None
RVW_04557,FINALLY AKHIRNYA DATANG JUGA PARFUM TERFAV KU ❤️,No Aspect,None
RVW_04561,"Barang sesuai pesanan, kualitas baik salah satu rekomendasi bgt sihh sukses terus adminnn💯🔥🔥 Kualitas produk: Baik",No Aspect,None
RVW_04562,"PO cepat produk aman, tapi menang warnya susah🤣🤣. thanks min free decant 3,5 ml lagi",No Aspect,None
RVW_04566,"Kualitas produk: Sangat baguss, udah 2 kali dapet monroo, mantap",No Aspect,None
RVW_04570,Kualitas produk: sangat baik prodak sangat bagus dan berkualitas mewah,No Aspect,None
RVW_04574,jjhjjjhjhhhjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj,No Aspect,None
RVW_04575,Fjfififufififififididudifidudididifidkueyeiyskydyksiyxludkyutautditdiydiitditstisitdkyditsydiydkydyidkydkudkuxkyxkyxku,No Aspect,None
RVW_04576,"Sudah sampai dengan aman, dapat vial done to eart . Blm saya coba masih resting dulu biar dar der dor",No Aspect,None
RVW_04577,"Sampai selamat, tidak ada lecet/rusak pun. Akhir.a dpt parfum ghaib satu ini",No Aspect,None
RVW_04578,"Pengen kapok karena aku bukan kaum sabar menanti 🤣 tapi Mykonos nagih banget, sekian lama menunggu dia dateng juga sampe lupa kalau punya pesenan ini parfum 😌 Napa sih harus PO segala 😌",No Aspect,None
RVW_04586,"monaco royal ku yg ke 4, harus punya 10 buat stok taun depan",No Aspect,None
RVW_04587,"Kualitas produk: Sesuai harapan. Bagus, mantap, wadidaw",No Aspect,None
RVW_04590,"pengiriman nya lumayan cepat, barangnya bagus dan aman",No Aspect,None
RVW_04591,Kualitas produk: barang bagus dan sampai dgn selamat 🫶🏻,No Aspect,None
RVW_04595,Sedih gratisan decant nya tumpah😢 dapet nya invade soalnya,No Aspect,None
RVW_04596,"Yang di tunggu akhirnya sampe juga, di kasih sampel jugaa.",No Aspect,None
RVW_04600,Barang mantap..restocknya agak lamain yaa min hehe,No Aspect,None
RVW_04604,"Gak salah pilih pokoknya, top banget ini parfum 🔥🔥🔥🔥",No Aspect,None
RVW_04607,Kualitas produk: Mantap Ga usah di ragukan ya guys,No Aspect,None
RVW_04613,"sangat baik, minesnya efek kurir harus di resting dlu",No Aspect,None
RVW_04614,Alhamdulillah udah sampe gak ada cacat sedikit pun. Pokoknya mantap mykonos*,No Aspect,None
RVW_04617,"Akhirnya mendarat juga, sukses selalu Mykonos.. 🔥🔥🔥",No Aspect,None
RVW_04618,"Monro ke dua di bulan ini, barang nya lagi di maserasi biar makin gacooorrr",No Aspect,None
RVW_04619,Alhamdulillah akhirnya paket datang juga makasih seller dan bang kurir sukses dan sehat selalu,No Aspect,None
RVW_04620,"Gak sia sia ngewar pantengin hp , akhirnya dapat juga , dapat tester juga",No Aspect,None
RVW_04621,Pesanan ke dua udah datang yang ke dua beda harga 40k,No Aspect,None
RVW_04622,My King is Here Brokkk🤤🤤 Product quality: Mantap Jiwa,No Aspect,None
RVW_04623,Bagus banget Kualitas produk: Beh mantap geloo pecahh parahhh bagus cuk !!!!!!,No Aspect,None
RVW_04624,"Akhirnya dapat juga ni monro, lope lope dah buat admin nya 🫶🏻🫶🏻",No Aspect,None
RVW_04625,"Nice lah seperti biasa, dikasih decant calif og",No Aspect,None
RVW_04627,"GTL ekspedisi baru kah? Gokil bet 2hari nyampe loh wkwk 😂 sekian purnama akhirnya menang war huhuu, silahkan yg kabagian boleh DM hehe 😇",No Aspect,None
RVW_04628,akhirnya setelah sekian lama dapet juga 😭😭😭,No Aspect,None
RVW_04629,AKHIRNYAAAAAA SETELAH SEKIAN LAMA NGEWAR DAPET JUGA INI BARANG🫶🫶🫶🫶,No Aspect,None
RVW_04630,Kualitas produk: All good and very good and very good,No Aspect,None
RVW_04631,Kaaa plizz aku beli monro 100ml masa gadapet dicent gimana si min sedihhhh hiks☹️☹️☹️☹️☹️☹️☹️☹️🥲🥲🥲,No Aspect,None
RVW_04632,Uhuyy akhirnya datang juga Monaco royal batch 2,No Aspect,None
RVW_04635,mamah papah larang malah pulang malam pergi ke club malam,No Aspect,None
RVW_04636,Kualitas produk: KING MONROOOOOOOOOOOOOOOOOOOOOOO,No Aspect,None
RVW_04638,Kualitas produk: pengiriman sangat cepat mantapp,No Aspect,None
RVW_04641,alhamdulillah udah sampee yg ditunggu tunggu🔥,No Aspect,None
RVW_04642,"Finally, hasil hit n run 😍 suka bangetttttttt",No Aspect,None
RVW_04643,MONACO forever forever MONACO ☝🏼🥵☝🏼,No Aspect,None
RVW_04644,Gacorrr lahh yaa. Kingggggg Monaco royal🔥🔥,No Aspect,None
RVW_04645,Kualitas produk: Bagus Untung menang war hehehe,No Aspect,None
RVW_04649,Paket mendatangkan degan aman,No Aspect,None
RVW_04650,Finally suka bener top 1 Mykonos dah ini🔥,No Aspect,None
RVW_04651,Kualitas produk: Bagus The best pokok nya dahh,No Aspect,None
RVW_04652,Akhirnya dapat jugaaa . Mantaap poll monrooo .,No Aspect,None
RVW_04654,Kualitas produk: sangat baik,No Aspect,None
RVW_04656,Monro terbaik 🔥🔥🔥,No Aspect,None
RVW_04657,barang bagus banget sesuai ekspektasi goood,No Aspect,None
